Source,Text,GT,NLTK,Transformers,PowerBI
amazon,"My father has the V265, and the battery is dying.",0,0,-0.9997377991676331,0.00042191147804260254
amazon,My headset works just peachy-keen.,1,0,0.9988752603530884,0.8964710831642151
amazon,My only complaint is the standard sound volume is a little low even when turned up to 5(of 5),0,-0.4601,-0.998429536819458,0.5
amazon,My phone doesn't slide around my car now and the grip prevents my phone from slipping out of my hand.,1,0.5423,0.8011718392372131,0.5
amazon,"My phone sounded OK ( not great - OK), but my wife's phone was almost totally unintelligible, she couldn't understand a word being said on it.",0,-0.0466,-0.9994943737983704,0.2230517566204071
amazon,My Sanyo has survived dozens of drops on blacktop without ill effect.,1,0.684,0.9238035678863525,0.5
amazon,My sister has one also and she loves it.,1,0.5719,0.9998494982719421,0.8997399210929871
amazon,"Needless to say, I wasted my money.",0,-0.4939,-0.9997862577438354,0.020360618829727173
amazon,Never got it!!!!!,0,0,-0.9950475096702576,0.17484340071678162
amazon,New Battery works great in phone.,1,0.6249,0.9986675381660461,0.9030709266662598
amazon,"Nice case, feels good in your hands.",1,0.6908,0.9998501539230347,0.9400023818016052
amazon,Nice design and quality.,1,0.4215,0.99986332654953,0.9467548131942749
amazon,Nice docking station for home or work.,1,0.4215,0.9985558986663818,0.7704304456710815
amazon,Nice headphones for the price and they work great!,1,0.8016,0.9998660683631897,0.9097503423690796
amazon,Nice headset priced right.,1,0.4215,0.9995772838592529,0.9650627374649048
amazon,nice leather.,1,0.4215,0.9998515248298645,0.9155993461608887
amazon,"Nice quality build, unlike some cheap s*** out there.",1,0.4215,0.9996979236602783,0.8736056089401245
amazon,Nice solid keyboard.,1,0.5267,0.9998776912689209,0.9061429500579834
amazon,Nice Sound.,1,0.4215,0.9998663663864136,0.9720777273178101
amazon,"No additional ear gels provided, and no instructions whatsoever.",0,-0.5267,-0.9996556639671326,0.5
amazon,No buyers remorse on this one!.,0,-0.5562,-0.9909053444862366,0.5
amazon,"No ear loop needed, it's tiny and the sound is great.",1,0.4404,0.999880313873291,0.8000074028968811
amazon,No real improvement.,0,0.2023,-0.9997358322143555,0.5
amazon,"No shifting, no bubbling, no peeling, not even a scratch, NOTHING!I couldn't be more happier with my new one for the Droid.",1,-0.8353,-0.995564341545105,0.8392778635025024
amazon,"None of it works, just don't buy it.",0,0,-0.9997931718826294,0.053410857915878296
amazon,none of the new ones have ever quite worked properly.,0,0,-0.9996569752693176,0.07193359732627869
amazon,None of the three sizes they sent with the headset would stay in my ears.,0,0,-0.9996762871742249,0.5
amazon,Not a good bargain.,0,-0.4585,-0.9997766613960266,0.02884635329246521
amazon,Not a good item.. It worked for a while then started having problems in my auto reverse tape player.,0,-0.6256,-0.9998056888580322,0.03020724654197693
amazon,Not as good as I had hoped.,0,0.05,-0.9997935891151428,0.775342583656311
amazon,Not enough volume.,0,0,-0.9994445443153381,0.5
amazon,Not good enough for the price.,0,-0.3412,-0.9997952580451965,0.04244080185890198
amazon,Not good when wearing a hat or sunglasses.,0,-0.3412,-0.9997689723968506,0.21256941556930542
amazon,Not impressed.,0,-0.3724,-0.9996049404144287,0.02918064594268799
amazon,Not loud enough and doesn't turn on like it should.,0,-0.2755,0.8529778122901917,0.9787572026252747
amazon,Not nearly as good looking as the AMAZON picture makes it look.,0,0.007,-0.999758780002594,0.9005174040794373
amazon,"Not only did the software do a great job of this, I could also make my own ringtones form my existing CDs without an internet connection.",1,0.6249,-0.9991394877433777,0.9914954900741577
amazon,"Not only will it drain your player, but may also potentially fry it.",0,0,-0.9989523887634277,0.5
amazon,NOT WHAT I WANTED.,0,0,-0.9997851252555847,0.30041152238845825
amazon,Not worth it.,0,-0.1695,-0.9998005032539368,0.03282859921455383
amazon,Now I know that I made a wise decision.,1,0.4767,0.9993960857391357,0.9420658349990845
amazon,O my gosh the best phone I have ever had.,1,0.6369,0.9979496002197266,0.8400503396987915
amazon,Obviously there is a problem with the adhesive.,0,-0.4019,-0.999294638633728,0.1759316325187683
amazon,"Obviously they have a terrible customer service, so you get what you pay for.",0,-0.5423,-0.9989281892776489,0.7849675416946411
amazon,Oh and I forgot to also mention the weird color effect it has on your phone.,0,-0.1779,-0.9908896684646606,0.18106389045715332
amazon,One of my favorite purchases ever.,1,0.4588,0.999016284942627,0.9460716843605042
amazon,One thing I hate is the mode set button at the side.,0,-0.5719,-0.9972193837165833,0.8545340299606323
amazon,Only had this a month but it's worked flawlessly so far.,1,0.296,0.9997967481613159,0.8737615346908569
amazon,"Other than that, the leather is nice and soft; the fit is very tight; the cut out for the face is a good shape.",1,0.7037,0.9997993111610413,0.11138126254081726
amazon,"Otherwise, easy to install and use, clear sound.",1,0.6705,-0.6958155632019043,0.9838237166404724
amazon,"Overall, I am psyched to have a phone which has all my appointments and contacts in and gets great reception.",1,0.6249,0.9995814561843872,0.8597954511642456
amazon,"Overall, I would recommend this phone over the new Walkman.",1,0.3612,-0.981421709060669,0.8616963624954224
amazon,Painful on the ear.,0,-0.4404,-0.9994426369667053,0.0978078842163086
amazon,People couldnt hear me talk and I had to pull out the earphone and talk on the phone.,0,0,-0.9993699789047241,0.5
amazon,Perfect for the PS3.,1,0.5719,0.9998263716697693,0.9557026624679565
amazon,"Performed awful -- muffled, tinny incoming sound and severe echo for those on the other end of the call.",0,-0.6808,-0.9985971450805664,0.09751513600349426
amazon,"Perhaps my phone is defective, but people cannot hear me when I use this.",0,-0.2382,-0.9985710382461548,0.06677928566932678
amazon,Phone falls out easily.,0,0.34,-0.999653697013855,0.1364075243473053
amazon,Phone is sturdy as all nokia bar phones are.,1,0,0.9927681684494019,0.9161152839660645
amazon,Phone now holds charge like it did when it was new.,1,0.3612,0.9914724826812744,0.5
amazon,Piece of Junk.,0,0,-0.9997966289520264,0.5
amazon,Piece of trash.,0,0,-0.9995366930961609,0.5
amazon,Plan on ordering from them again and again.,1,0,-0.9793156385421753,0.18600767850875854
amazon,Please dont waste your money.,0,0.5621,-0.9993101358413696,0.1145155131816864
amazon,Plug was the wrong size.,0,-0.4767,-0.9995479583740234,0.11923989653587341
amazon,"Plus, I seriously do not believe it is worth its steep price point.",0,0.0516,-0.9995368719100952,0.21782445907592773
amazon,Poor Construction.,0,-0.4767,-0.9998109340667725,0.06634020805358887
amazon,Poor product.,0,-0.4767,-0.9998029470443726,0.2395770251750946
amazon,poor quality and service.,0,-0.4767,-0.9994527101516724,0.10887759923934937
amazon,Poor quality.,0,-0.4767,-0.9998111724853516,0.06634020805358887
amazon,Poor Reliability.,0,-0.4767,-0.9997012615203857,0.06634020805358887
amazon,Poor sound quality.,0,-0.4767,-0.9998008608818054,0.10887759923934937
amazon,Poor Talk Time Performance.,0,-0.4767,-0.999803900718689,0.11936813592910767
amazon,poor voice clarity.,0,-0.1027,-0.9997595548629761,0.13709479570388794
amazon,Poorly contstruct hinge.,0,0,-0.9997906684875488,0.11863061785697937
amazon,Portable and it works.,1,0,0.9998003244400024,0.6733309030532837
amazon,Pretty piece of junk.,0,0.4939,-0.9997957944869995,0.942782461643219
amazon,Price is good too.,1,0.4404,0.9998051524162292,0.9546087980270386
amazon,Problem is that the ear loops are made of weak material and break easily.,0,-0.4939,-0.9941055178642273,0.08996209502220154
amazon,Product is exactly as described.,1,0,0.9961102604866028,0.8605800867080688
amazon,"Product is useless, since it does not have enough charging current to charge the 2 cellphones I was planning to use it with.",0,-0.4215,-0.9998006224632263,0.01676279306411743
amazon,Product was excellent and works better than the verizon one and Boy was it cheaper!,1,0.784,0.9997016787528992,0.9876141548156738
amazon,"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",1,0.7841,0.9998771548271179,0.9819607734680176
amazon,Protects the phone on all sides.,1,0.3182,0.8864467144012451,0.5
amazon,"Provides good protection and looks classy, too.",1,0.7003,0.9997329115867615,0.9671165943145752
amazon,Razr Battery - Good buy.,1,0.4404,0.9973106980323792,0.9294431209564209
amazon,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,-0.2023,-0.9996872544288635,0.023233354091644287
amazon,Really good product.,1,0.4927,0.9998692274093628,0.9637396335601807
amazon,Really pleased with this product so far.,1,0.4927,0.9998564124107361,0.9001374244689941
amazon,REALLY UGLY.,0,-0.5563,-0.9998032450675964,0.05214604735374451
amazon,Reception is terrible and full of static.,0,-0.4767,-0.9996277689933777,0.12349513173103333
amazon,Restored my phone to like new performance.,1,0.5994,0.9944571852684021,0.7509394884109497
amazon,Returned 8 hours later.,0,0,0.814426839351654,0.2248590886592865
amazon,Reversible plug works great.,1,0.6249,0.9997732043266296,0.9179080724716187
amazon,Rip off---- Over charge shipping.,0,0,-0.9991704225540161,0.10898667573928833
amazon,"Saggy, floppy piece of junk.",0,0,-0.9998087882995605,0.5
amazon,Same problem as others have mentioned.,0,-0.4019,-0.9977504014968872,0.8292800188064575
amazon,Save your money.... I've had this item for 11 months now.,0,0.4939,-0.997309684753418,0.8953875303268433
amazon,Seller shipped quickly and much cheaper than the competitors.,1,0,0.9988386034965515,0.8130742311477661
amazon,Sending it back.,0,0,0.9312308430671692,0.9065440893173218
amazon,Setup went very smoothly.,1,0,0.9992261528968811,0.9497407674789429
amazon,"Simple, lightweight and great fit.",1,0.765,0.9998578429222107,0.9214867949485779
amazon,"Small, sleek, impressive looking, practical setup with ample storage in place.",1,0.5106,0.9997856020927429,0.9814611673355103
amazon,So anyone near you will hear part of your conversation.,0,0,0.8738624453544617,0.5
amazon,So far it has worked like a charm.,1,0.6369,0.999862790107727,0.8913834691047668
amazon,So Far So Good!.,1,0,0.9998415112495422,0.9648364782333374
amazon,So I basically threw my money out the window for nothing.,0,0,-0.999617338180542,0.09438923001289368
amazon,So I bought about 10 of these and saved alot of money.,1,0.4215,-0.5877254009246826,0.7842321395874023
amazon,So I had to take the battery out of the phone put it all back together and then restart it.,0,0,-0.999165952205658,0.013096272945404053
amazon,So just beware.,0,0,-0.9929743409156799,0.8044974207878113
amazon,So there is no way for me to plug it in here in the US unless I go by a converter.,0,-0.3535,-0.9994086027145386,0.13017120957374573
amazon,Someone shouldve invented this sooner.,1,0,-0.9987994432449341,0.5
amazon,"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2.",1,0.6114,0.9995407462120056,0.8456796407699585
amazon,"Sounds good reasonably priced and effective, Its that simple !",1,0.7424,0.9998710751533508,0.9915764331817627
amazon,Soyo technology sucks.,0,-0.3612,-0.9997503757476807,0.07479086518287659
amazon,Sprint - terrible customer service.,0,-0.4767,-0.9997902512550354,0.17698019742965698
amazon,Sprint charges for this service.,0,-0.2732,-0.9573453068733215,0.5
amazon,Stay Away From the Q!.,0,0,-0.9993302822113037,0.7107360363006592
amazon,"stay away from this store, be careful.",0,0.1531,-0.996565580368042,0.10886242985725403
amazon,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,0.3818,0.7929414510726929,0.9214872717857361
amazon,Still Waiting...... I'm sure this item would work well.. if I ever recieve it!,0,0.3802,0.9961162209510803,0.07195669412612915
amazon,"sucked, most of the stuff does not work with my phone.",0,-0.4588,-0.9997850656509399,0.0008469820022583008
amazon,Superb Phone on a Great Network.,1,0.8481,0.9995841979980469,0.9565701484680176
amazon,SWEETEST PHONE!!!,1,0,0.9859460592269897,0.9720777273178101
amazon,Talk about USELESS customer service.,0,-0.5473,-0.9996998310089111,0.20094773173332214
amazon,Terrible phone holder.,0,-0.4767,-0.9996716976165771,0.10887759923934937
amazon,"Terrible product, and waste of money!",0,-0.7345,-0.999815046787262,0.05795860290527344
amazon,Terrible.. My car will not accept this cassette.,0,-0.2924,-0.9997740387916565,0.038477420806884766
amazon,Thank you for such great service.,1,0.765,0.9998412132263184,0.9888015985488892
amazon,Thank you for wasting my money.,0,-0.0516,-0.9989866018295288,0.18147996068000793
amazon,Thanks again to Amazon for having the things I need for a good price!,1,0.7777,0.9994449019432068,0.9978453516960144
amazon,"That being said, for a phone, the camera is very nice; many cool effects to play with, and video is decent as well.",1,0.8464,0.9998123645782471,0.9904063940048218
amazon,That company is a joke.,0,0.296,-0.998511791229248,0.5
amazon,THAT one didn't work either.,0,0,-0.999729573726654,0.03285786509513855
amazon,"That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).",0,0.3182,-0.9997792840003967,0.0610005259513855
amazon,"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.",1,0,0.9924740791320801,0.9400240182876587
amazon,The accompanied software is almost brilliant.,1,0.5434,0.9998418092727661,0.9082022905349731
amazon,The battery is completely useless to me.,0,-0.4754,-0.999764621257782,0.0007189512252807617
amazon,The battery is unreliable as well as the service use antena.,0,0.2732,-0.9994088411331177,0.004273593425750732
amazon,The battery is working well as a replacement for the original that came with the phone over 2 years ago.,1,0.5267,-0.9447120428085327,0.01146039366722107
amazon,The battery life is highly unacceptable.,0,-0.5095,-0.9997165203094482,0.013412892818450928
amazon,The battery runs down quickly.,0,0,-0.9997683763504028,0.1261034905910492
amazon,The battery works great!,1,0.6588,0.9998502731323242,0.2145560383796692
amazon,The best electronics of the available FM Transmitters.,1,0.6369,0.9997765421867371,0.9696218967437744
amazon,The best phone in market :).,1,0.6369,0.9996827840805054,0.9976577758789062
amazon,"The biggest complaint I have is, the battery drains superfast.",0,-0.296,-0.9913654923439026,0.2349381446838379
amazon,"The bose noise cancelling is amazing, which is very important for a NYC commuter.",1,0.624,0.9994978904724121,0.8530038595199585
amazon,"The bottowm line...another worthless, cheap gimmick from Sprint.",0,-0.4404,-0.9997954964637756,0.09128573536872864
amazon,The BT headset was such a disapoinment.,0,0,-0.9996500015258789,0.5
amazon,The buttons for on and off are bad.,0,-0.5423,-0.9997714161872864,0.06085646152496338
amazon,"The cable looks so thin and flimsy, it is scary.",0,-0.4939,-0.6241213083267212,0.03644067049026489
amazon,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing intermittently.",0,-0.7783,-0.9996820092201233,0.0038122832775115967
amazon,The camera on the phone may be used as a dustpan when indoors... I'd rather be using a disposable then this.,0,0,-0.9994737505912781,0.11444354057312012
amazon,"The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of such a relatively high resolution.",0,0.6597,-0.9853330850601196,0.051449984312057495
amazon,The case is a flimsy piece of plastic and has no front or side protection whatsoever.,0,-0.296,-0.9997988939285278,0.5
amazon,The case is great and works fine with the 680.,1,0.7096,0.9998295903205872,0.9394662380218506
amazon,"The charger arrived within the promised timeframe, but it did not work.",0,0.1901,-0.9997125864028931,0.020962119102478027
amazon,the charger worked for about a week and then completely stopped charging my phone.,0,-0.2944,-0.9996410012245178,0.9047284126281738
amazon,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",1,0.4767,0.9998424649238586,0.9284194707870483
amazon,The commercials are the most misleading.,0,-0.4576,-0.9991960525512695,0.03544589877128601
amazon,The company shipped my product very promptly and it works well.,1,0.2732,0.9998520016670227,0.8062276244163513
amazon,The construction of the headsets is poor.,0,-0.4767,-0.9998019933700562,0.02060350775718689
amazon,The cutouts and buttons are placed perfectly.,1,0.6369,0.9998810291290283,0.8799179792404175
amazon,The delivery was on time.,1,0,0.9638773798942566,0.7691856622695923
amazon,The design is very good.4.,1,0,0.9998610019683838,0.9053489565849304
amazon,"The design is very odd, as the ear ""clip"" is not very comfortable at all.",0,-0.6717,-0.9990793466567993,0.0010995864868164062
amazon,The design might be ergonomic in theory but I could not stand having these in my ear.,0,0,-0.9783880710601807,0.17743432521820068
amazon,The ear buds only play music in one ear.,0,0.34,-0.9902177453041077,0.19974574446678162
amazon,The eargels channel the sound directly into your ear and seem to increase the sound volume and clarity.,1,0.6124,0.9991872906684875,0.20808473229408264
amazon,The earpiece on this is too large or too heavy...it keeps falling out of my ear.,0,-0.1531,-0.9996680617332458,0.12774249911308289
amazon,The file browser offers all the options that one needs.Handsfree is great.,1,0.6249,0.9996631145477295,0.8387255668640137
amazon,The first thing that happened was that the tracking was off.,0,0,-0.9994431734085083,0.5
amazon,"The handsfree part works fine, but then the car tries to download the address book, and the Treo reboots.Overall, I still rate this device high.",1,0.1027,0.9885323643684387,0.9434499740600586
amazon,The headset fulfills my requirements so I am happy with my purchase.,1,0.7165,0.9998400211334229,0.9087351560592651
amazon,The headsets are easy to use and everyone loves them.,1,0.765,0.9998142123222351,0.9535614252090454
amazon,The holster that arrived did not match the photo in the ad.,0,0,-0.999760091304779,0.27411699295043945
amazon,The iGo chargers and tips are really great.,1,0.659,0.9998461604118347,0.9625643491744995
amazon,The instruction manual is lacking.,0,0,-0.9997747540473938,0.026943057775497437
amazon,The instructions didn't explain that a microphone jack could be used.,0,0,-0.9995670914649963,0.20052504539489746
amazon,"The internet access was fine, it the rare instance that it worked.",0,0.2023,0.9995546936988831,0.910344123840332
amazon,The item received was Counterfeit.,0,0,-0.9996467232704163,0.31375357508659363
amazon,The Jabra EarGels fit my ears very well.,1,0.5984,0.9989820718765259,0.9253610968589783
amazon,The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1,0.4767,0.9764689207077026,0.8453161716461182
amazon,The keyboard is really worthwhile in usefulness and is sturdy enough I don't expect any problems.,1,0.7517,0.9997847676277161,0.19272032380104065
amazon,"The look of it is very sharp and the screen is nice and clear, with great graphics.",1,0.8591,0.999884843826294,0.8536549806594849
amazon,"The loudspeaker option is great, the bumpers with the lights is very ... appealing.",0,0.6249,0.9998324513435364,0.8792093992233276
amazon,The majority of the Logitech earbud headsets failed.,0,-0.5106,-0.9997425675392151,0.09020376205444336
amazon,The mic is great.,1,0.6249,0.9998689889907837,0.9231711626052856
amazon,"The mic there is a joke, and the volume is quite low.",0,-0.0498,-0.9997919201850891,0.1726064682006836
amazon,"The microphone also works well, but (according to people I have called) it applifies everything.",1,0.1406,0.9995654225349426,0.9817943572998047
amazon,The nano stated it.My son was dissapointed.,0,0,-0.9934448599815369,0.07532244920730591
amazon,The Ngage is still lacking in earbuds.,0,0,-0.9996238350868225,0.045041173696517944
amazon,The noise shield is incrediable.,1,0,-0.9967741370201111,0.5
amazon,The nokia CA-42 USB cable did not work with my phone.,0,0,-0.9997142553329468,0.11263447999954224
amazon,The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip songs lock out after a few seconds.,0,0,-0.9928373098373413,0.5
amazon,The only good thing was that it fits comfortably on small ears.,1,0.6908,-0.9573614001274109,0.2181796133518219
amazon,The only thing that disappoint me is the infra red port (irda).,0,-0.4019,-0.9499945640563965,0.09588038921356201
amazon,The only thing that I think could improve is the sound leaks out from the headset.,0,0.4404,-0.9996768832206726,0.5
amazon,the only VERY DISAPPOINTING thing was there was NO SPEAKERPHONE!!!!,0,-0.8767,-0.998904287815094,0.7617357969284058
amazon,The pairing of the two devices was so easy it barely took a couple minutes before I started making calls with the voice dialing feature.,1,0.5777,-0.994498074054718,0.8500022888183594
amazon,The phone can also take great pictures and even video clips.,1,0.6249,0.9974856376647949,0.9691547155380249
amazon,The phone crashed completely and now I have to get it replaced.,0,0,-0.9997348785400391,0.01142960786819458
amazon,The phone gets EXTREMELY HOT!,0,0,-0.9472287893295288,0.5
amazon,The phone is sturdy and waterproof.,1,0,0.9980561137199402,0.9539480209350586
amazon,The phone loads super!,1,0.636,-0.9822016954421997,0.8429780006408691
amazon,The phone takes FOREVER to charge like 2 to 5 hours literally.,0,0.3612,-0.9972361922264099,0.09606614708900452
amazon,the phone was unusable and was not new.,0,0,-0.9996965527534485,0.06813862919807434
amazon,The picture resolution is far below what other comparably-priced phones are offering today.,0,0,-0.9967060685157776,0.03206449747085571
amazon,The plastic breaks really easy on this clip.,0,0.4927,-0.9950584769248962,0.1819494366645813
amazon,The pleather case doesn't fit.,0,-0.2755,-0.9998018145561218,0.5
amazon,The plug did not work very well.,0,-0.2572,-0.9997722506523132,0.013688594102859497
amazon,The price was very good and with the free shipping and all it was a good purchase.,1,0.8653,0.9995864629745483,0.9890558123588562
amazon,"The range is very decent, I've been able to roam around my house with the phone in the living room with no reception/sound quality issues.",1,-0.296,0.99945467710495,0.15314751863479614
amazon,"The real killer is the volume, and of course it breaking.",0,-0.6486,0.9953048229217529,0.14939182996749878
amazon,The reception has been generally good.,1,0.4404,0.9998204708099365,0.8598454594612122
amazon,The reception is excellent!,1,0.6114,0.9998720288276672,0.9091570377349854
amazon,The reception through this headset is excellent.,1,0.5719,0.9998470544815063,0.9020785093307495
amazon,The replacement died in a few weeks.,0,-0.5574,-0.9987514019012451,0.08401423692703247
amazon,The screen does get smudged easily because it touches your ear and face.,0,0.34,-0.9856926202774048,0.8967654705047607
amazon,"The screen size is big, key pad lit well enough, and the camera quality is excellent for a camera phone.",1,0.7003,0.9992663264274597,0.8764021396636963
amazon,"The seller is very understanding and patient, I would definitely buy from them again.",1,0.4019,0.9994270205497742,0.895707368850708
amazon,The shipping time was also very quick!,1,0,-0.9451397657394409,0.9474234580993652
amazon,The sound is clear and the people I talk to on it are amazed at the quality too.,1,0.7003,0.9997579455375671,0.9628017544746399
amazon,"The sound quality for the device is unacceptable.Unless you are in a really quiet area, you almost hear nothing.",0,0,-0.9997779130935669,0.02136746048927307
amazon,The sound quality is excellent as well.,1,0.7003,0.9998724460601807,0.9044699668884277
amazon,The sound quality is good and functionality is awesome.,1,0.7906,0.9998788833618164,0.9669383764266968
amazon,The speaker is of low quality so as making the ring tones sound very cheap.,0,-0.2732,-0.9997788667678833,0.5
amazon,The text messaging feature is really tricky to use.,0,-0.2247,-0.9956573247909546,0.06462603807449341
amazon,"The tracfonewebsite is user friendly and makes it easy toactivate, etc.",1,0.7269,0.9967894554138184,0.9896970987319946
amazon,The update procedure is difficult and cumbersome.,0,-0.3612,-0.9997910261154175,0.009814441204071045
amazon,The voice recognition thru the handset is excellent.,1,0.5719,0.9998112320899963,0.8778562545776367
amazon,The volume for the ringer is REAL good (you have choices how loud).,1,0.4404,0.9998108744621277,0.01755434274673462
amazon,The volume switch rocketed out of the unit to a destination unknown.,0,0,-0.9930866956710815,0.5
amazon,the worst phone from samsung...crap..... this crappy Samsung E715.. is the worst i have ever seeen.,0,-0.9253,-0.9997864961624146,0.0007404685020446777
amazon,The worst phone I've ever had.... Only had it for a few months.,0,-0.6249,-0.9997658133506775,0.039195865392684937
amazon,The worst piece of crap ever along with the Verizon customer service.,0,-0.7717,-0.9997885227203369,0.03921031951904297
amazon,Their network coverage in Los Angeles is horrible.,0,-0.5423,-0.9997883439064026,0.018276482820510864
amazon,Their Research and Development division obviously knows what they're doing.,1,0,0.9995214343070984,0.5
amazon,Then a few days later the a puff of smoke came out of the phone while in use.,0,0,-0.9982168674468994,0.5
amazon,"Then I exchanged for the same phone, even that had the same problem.",0,-0.4019,-0.9985328316688538,0.0508265495300293
amazon,Then I had to continue pairing it periodically since it somehow kept dropping.,0,0,-0.9981626272201538,0.03708338737487793
amazon,"There was so much hype over this phone that I assumed it was the best, my mistake.",0,0.4215,-0.999342679977417,0.928930401802063
amazon,There's a horrible tick sound in the background on all my calls that I have never experienced before.,0,-0.5423,-0.9939521551132202,0.11213958263397217
amazon,There's really nothing bad I can say about this headset.,0,0.4816,0.9886029958724976,0.7588992118835449
amazon,These are certainly very comfortable and functionality is decent.,1,0.7178,0.9998699426651001,0.9812073707580566
amazon,These are fabulous!,1,0.5707,0.9998665452003479,0.9544889330863953
amazon,These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several years - seriously.,1,0.8225,0.9996251463890076,0.9893859624862671
amazon,These products cover up the important light sensor above the ear outlet.,0,0.2023,-0.7714802622795105,0.8794206380844116
amazon,THey are so cool!,1,0.5079,0.9998697638511658,0.9503663182258606
amazon,They do not care about the consumer one bit.,0,-0.3875,-0.9997016787528992,0.5
amazon,"They do not last forever, but is not overly expensive to replace.Easy to operate and the sound is much better than others I have tried.",1,0.5927,0.9989086389541626,0.16884595155715942
amazon,They have been around for years and carries the highest quality of anti-glare screen protector that I have found to date.,1,0,0.999430775642395,0.9148334264755249
amazon,They keep getting better and better (this is my third one and I've had numerous Palms too).,1,0.7003,0.9207102656364441,0.21009546518325806
amazon,They made this case too small and is very difficult to install.,0,-0.4201,-0.9997444152832031,0.15101289749145508
amazon,They refuse to refund or replace.,0,-0.296,-0.9940614104270935,0.06578671932220459
amazon,They work about 2 weeks then break.,0,0,-0.9763714671134949,0.029319584369659424
amazon,Think it over when you plan to own this one!This sure is the last MOTO phone for me!,0,0.4374,-0.990043044090271,0.7663211822509766
amazon,This allows the possibility of double booking for the same date and time after the first.,0,0,-0.9037759304046631,0.5
amazon,This battery is an excellent bargain!,1,0.6996,0.9995410442352295,0.09078240394592285
amazon,This BlueAnt Supertooth hands-free phone speaker is AWESOME.,1,0.7034,0.9995049834251404,0.9328620433807373
amazon,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,0,0.995729923248291,0.19772887229919434
amazon,This case seems well made.,1,0.2732,0.9994902014732361,0.7575966715812683
amazon,This company charge me a restocking fee and still not given me my refund back.,0,0,-0.9988358616828918,0.10905703902244568
amazon,This device is great in several situations:1.),1,0.6249,0.9995788335800171,0.7559332847595215
amazon,This does not fit the Palm Tungsten E2 and it broke the first time I tried to plug it in.,0,-0.6007,-0.9994640946388245,0.004359394311904907
amazon,This fixes all the problems.,1,-0.4019,-0.995475709438324,0.1208866536617279
amazon,This frog phone charm is adorable and very eye catching.,1,0.7096,0.9998779296875,0.8821161389350891
amazon,This is a beautiful phone.,1,0.5994,0.9997363686561584,0.9587986469268799
amazon,"This is a good battery, and it got here really fast.",1,0.4404,0.9995318055152893,0.7692430019378662
amazon,This is a great deal.,2,1.2498,1.9993562698364258,0.922505259513855
amazon,This is a great little item.,1,0.6249,0.9998337626457214,0.9587986469268799
amazon,This is a great phone!.,1,0.6588,0.9995729327201843,0.9587986469268799
amazon,This is a great product..... sure beats using your fingers!.,1,0.7712,0.9998491406440735,0.9999338388442993
amazon,"This is a simple little phone to use, but the breakage is unacceptible.",0,0,-0.9964221119880676,0.8401939868927002
amazon,This is a VERY average phone with bad battery life that operates on a weak network.,0,-0.7506,-0.999718189239502,0.02166217565536499
amazon,"This is an excellent tool, especially when paired with your phone's auto-answer.",1,0.5719,0.9996224045753479,0.907768189907074
amazon,This is by far the worst purchase I've made on Amazon.,0,-0.5267,-0.999787449836731,0.8996580243110657
amazon,This is cool because most cases are just open there allowing the screen to get all scratched up.,1,0.3182,0.9820517897605896,0.0677996277809143
amazon,This is definitely a must have if your state does not allow cell phone usage while driving.,1,0.2579,-0.9189260601997375,0.5
amazon,This is essentially a communications tool that does not communicate.,0,0,-0.9997428059577942,0.7449682354927063
amazon,This is hands down the best phone I've ever had.,1,0.6369,0.9599471092224121,0.2048976719379425
amazon,This is infuriating.,0,-0.5267,-0.9990763068199158,0.07946529984474182
amazon,This is simply the BEST bluetooth headset for sound quality!,1,0.7371,0.9997518062591553,0.9443627595901489
amazon,This is so embarassing and also my ears hurt if I try to push the ear plug into my ear.,0,-0.5267,-0.9992333650588989,0.0004544556140899658
amazon,This is the first phone I've had that has been so cheaply made.,0,0,-0.9983604550361633,0.7523983716964722
amazon,This is the phone to get for 2005.... I just bought my S710a and all I can say is WOW!,1,0.7027,0.9963657259941101,0.9887295961380005
amazon,This item is fantastic and works perfectly!,1,0.8439,0.9998735189437866,0.9450793266296387
amazon,"This item is great, installed it, let it charged up overnite and it has been working good every since with no problems",1,0.3182,0.999211847782135,0.9650523066520691
amazon,"This item worked great, but it broke after 6 months of use.",0,-0.2846,-0.9988282918930054,0.7972331047058105
amazon,This little device has transformed my organizational capability and made my life a whole lot easier.,1,0.4215,0.9988131523132324,0.9084614515304565
amazon,This one works and was priced right.,1,0,0.999749481678009,0.9556740522384644
amazon,This pair of headphones is the worst that I have ever had sound-wise.,0,-0.6249,-0.9997740983963013,0.04087710380554199
